标题,总价（万）,单价,小区,区域,房间数,大小,朝向,建造时间,标签
价格可大刀 边户全明 婚装保养准新 满5且1 固定车位 钥匙,250,20492元/㎡,挪威森林,江宁,3,122㎡,南北,2012年建造,"['南北', '满五年', '近地铁', '多人关注']"
恒盛金陵湾 房龄新 满二 正南朝向 近医院 带电梯,600,44445元/㎡,恒盛金陵湾,鼓楼,3,135㎡,南北,2020年建造,"['南北', '满五年', '次新房']"
燕子矶地铁口 边户全明 急降30万 新空毛坯 急售,125,14160元/㎡,燕江新城山水苑,栖霞,3,88.28㎡,南北,2019年建造,"['南北', '近地铁', '次新房']"
天润城十二街区 楼层采光好 商业配套成熟 临地铁 电梯两房,108,14047元/㎡,天润城第十二街区,浦口,2,76.89㎡,南北,2012年建造,"['南北', '满二年', '近地铁']"
4号线樱陀花园 华侨新村 中间楼层3室2厅2卫 有钥匙,420,33202元/㎡,华侨新村,玄武,3,126.5㎡,南,2003年建造,"['南', '满五年', '近地铁']"
瑞金路 御河新村 精装两房全明 采光好来电有惊喜,170,33158元/㎡,御河新村,秦淮,2,51.27㎡,南北,1998年建造,"['南北', '满五年', '近地铁']"
紫艺华府 次新小区 三房 纯毛坯 凤凰楼层 采光好 配套成熟,120,13285元/㎡,紫艺华府,六合,3,90.33㎡,南北,2019年建造,"['南北', '满二年', '车位充足']"
蓝光公园壹号 三室两卫 刚改户型 金陵华兴 吾悦广场,196,18057元/㎡,蓝光公园壹号,雨花台,3,108.55㎡,南,2018年建造,"['南', '满二年', '车位充足']"
林景熙园 大三房两卫 122平233万 诚售 价可议 满二,233,18956元/㎡,通宇林景熙园(一期),浦口,3,122.92㎡,南北,2016年建造,"['南北', '满二年', '车位充足']"
急售明发滨江二期 带电梯 交通便捷 近地铁 精装修 双卫生间,228,19254元/㎡,明发滨江新城(二期),浦口,3,118.42㎡,南北,2008年建造,"['南北', '满五年', '近地铁']"
融信世纪东方 精装修新空房 直降50万 业主诚心急售,244,24506元/㎡,融筑儒林花园,栖霞,3,99.57㎡,南北,2020年建造,"['南北', '满二年', '近地铁', '车位充足']"
桥北 板楼 精装可拎包入住 电梯房 临地铁 楼层好 南北通透,90,12935元/㎡,天润城第十四街区,浦口,2,69.58㎡,南北,2012年建造,"['南北', '满五年', '近地铁', '多人关注']"
~降价力荐~羊山湖花园 4阳台景观房 低密度 8层电梯洋房,527,41823元/㎡,星叶羊山湖花园,栖霞,3,126.01㎡,南,2015年建造,"['南', '房东直卖', '满五年', '车位充足']"
满五 商品住宅 小三居 南北通透 高楼层视野好 有钥匙,170,22862元/㎡,弘阳时光里一期,浦口,3,74.36㎡,南北,2018年建造,"['南北', '满五年', '近地铁', '采光较好']"
中铁青秀城 精装好房 房龄新 正南朝向 正规商品房 出行方便,352,28388元/㎡,中铁青秀城,栖霞,3,124㎡,南,2016年建造,"['南', '满二年', '近地铁']"
急售 新城双本 西堤国际三区 近 满五年 看中可谈急售,588,45476元/㎡,银城西堤国际第三区,建邺,3,129.3㎡,南北,2009年建造,"['南北', '满五年', '近地铁', '绿化率高']"
新河二村 总价低两房 房龄新 好楼层 价格好谈 看房有钥匙,320,62746元/㎡,新河二村,鼓楼,2,51㎡,南北,1996年建造,"['南北', '满五年', '近地铁']"
急售 全南 飞机户型 兴隆大街地铁口 价格可谈 自住保养不错,398,39139元/㎡,凯旋丽都花园,建邺,2,101.69㎡,南,2007年建造,"['南', '满二年', '近地铁', '绿化率高']"
新上地铁口 经典板房 南北通透双阳台 精装修拎包住 靠一中,215,17908元/㎡,明发滨江新城(二期),浦口,3,120.06㎡,南北,2008年建造,"['南北', '满五年', '近地铁']"
隧道口 珍珠雅苑 三开间朝南 无遮挡 满五年 看房有钥匙,115,12366元/㎡,珍珠雅苑,浦口,3,93㎡,南北,2015年建造,"['南北', '满二年']"
华侨城 南外 洋房 中间楼层 精装三大件 拎包住,175,19663元/㎡,华侨城翡翠天域艺园,栖霞,3,89㎡,南北,2021年建造,"['南北', '满二年', '次新房']"
威尼斯水城18街区 3室2厅 166万元 毛坯,165,14291元/㎡,威尼斯水城第十八街区,浦口,3,115.46㎡,南北,2015年建造,"['南北', '满二年', '户型方正']"
翠屏城 房龄新 满二 小三房 中间楼层采光好 带电梯,85,9660元/㎡,翠屏城,江宁,3,88㎡,南,2016年建造,"['南', '满二年']"
砂珠巷小区|升州路2室1厅1卫69.97平方米,158,22582元/㎡,砂珠巷小区,秦淮,2,69.97㎡,西,1998年建造,"['西', '房东直卖', '唯一住房', '近地铁']"
急急急！泰山新村地铁口 2022年新小区 精装修两室 低总价,108,12273元/㎡,左所雅苑,浦口,2,88㎡,南北,2022年建造,"['南北', '满五年', '近地铁', '次新房']"
中海旁明发珠江国际 三房 满2年 户型好视野佳 随时看房,170,18280元/㎡,明发珠江国际,浦口,3,93㎡,南北,2021年建造,"['南北', '满二年', '近地铁', '次新房']"
恒盛金陵湾北区 边户3房2卫 楼层好 业主急售,696,50417元/㎡,恒盛金陵湾,鼓楼,3,138.05㎡,南,2015年建造,"['南', '满二年']"
大石桥小区 商品住宅 满五 交通便利 中间好楼层 南向采光好,395,29904元/㎡,大石桥小区,玄武,4,132.09㎡,南,1990年建造,"['南', '满五年', '近地铁', '车位充足']"
楼梯大户型两房 纯毛坯 价格可以砍 欢迎诚心的来电咨询,123,12681元/㎡,天润城第七街区,浦口,2,97㎡,南北,2010年建造,"['南北', '满五年', '近地铁']"
南门新城 花语馨苑 精装三房 止住了三个月 诚心出售,99,10761元/㎡,荣盛花语馨苑,六合,3,92㎡,南北,2015年建造,"['南北', '满二年', '近地铁', '户型方正']"
山和宸园 南北通透 次新房 产权清晰 可拎包入住,165,18540元/㎡,山和宸园,江宁,3,89㎡,南北,2020年建造,"['南北', '唯一住房', '车位充足']"
后宰门 近地铁 南北通透 医疗配套成熟 商品房 低密宜居,168,28966元/㎡,后半山园小区,玄武,2,58㎡,南北,1988年建造,"['南北', '满五年', '近地铁']"
盛江花苑玉兰园 密度低 满五 高楼层视野好 小三房 南北通透,74,8223元/㎡,盛江花苑玉兰园,滨江开发区,3,90㎡,南北,2012年建造,"['南北', '满五年', '采光较好']"
高新区 改善四房双卫 一梯一户私密性高 四开间朝南 南北通透,299,25355元/㎡,新城香溢紫郡,浦口,4,117.93㎡,南北,2018年建造,"['南北', '满二年']"
江浦街道 中间楼层采光好 临地铁 商圈成熟 商品房 朝南,178,19424元/㎡,恒信缔景名苑,浦口,2,91.64㎡,南,2004年建造,"['南', 'VIP房东直卖', '满五年', '近地铁']"
江畔都会 城 税费各付 新 边户 新空 亏本出售 一中有钥匙,340,27205元/㎡,江畔都会上城,浦口,3,124.98㎡,南北,2019年建造,"['南北', '有电梯', '近地铁', '次新房']"
集庆路 满五 医疗配套成熟 产权清晰 商业配套齐全 带电梯,168,27541元/㎡,渡船口小区,秦淮,2,61㎡,南,2001年建造,"['南', '满五年', '近地铁']"
河西南 海峡城精装三房 满2年 拎包入住急售 急售 急售,488,40542元/㎡,海峡城云玺湾,建邺,3,120.37㎡,南,2017年建造,"['南', '满五年', '近地铁']"
城中 豪宅！次新小区 全新从未入住！欢迎来电咨询,690,55200元/㎡,中航金城1号,秦淮,3,125㎡,南北,2018年建造,"['南北', '满五年', '近地铁', '绿化率高']"
南瑞路 金陵大公馆 大三房 小高层 三开间朝南 车位 急售,620,47369元/㎡,金陵大公馆,鼓楼,3,130.89㎡,南北,2008年建造,"['南北', '满五年', '绿化率高']"
唱经楼小区 满五 南向采光好 电梯房 高楼层采光充足,230,37097元/㎡,唱经楼小区,玄武,2,62㎡,南,1997年建造,"['南', '满五年', '近地铁']"
晶都茗苑 交通便捷 板楼 电梯房 小区新 满二,120,13334元/㎡,晶都茗苑,栖霞,3,90㎡,南北,2016年建造,"['南北', '满二年']"
98万安家南京 地铁口 央企 精装地暖 空调 车位 家电,112,14000元/㎡,保利观棠和府,六合,3,80㎡,南北,2020年建造,"['南北', '唯一住房', '近地铁', '车位充足']"
紫荆城锁石苑 出行方便 业主诚心出售,90,10217元/㎡,麒麟紫荆城锁石苑,江宁,3,88.09㎡,南北,2017年建造,"['南北', '满二年', '人气热搜']"
中央门小市地铁口成熟封闭小区满5年南北通透 楼层地势好,159,22038元/㎡,和燕园,鼓楼,2,72.15㎡,南北,1998年建造,"['南北', '有电梯', '近地铁', '户型方正']"
洪武路 商业配套齐全 高楼层视野无遮挡 近地铁 医疗配套成熟,270,44754元/㎡,淮海路31号小区,秦淮,2,60.33㎡,南,1992年建造,"['南', 'VIP房东直卖', '满五年', '近地铁']"
中间好楼层 超低密度 诚心出售 价格可议,175,16909元/㎡,尧林仙居青山苑,栖霞,3,103.5㎡,南,2000年建造,"['南', '近地铁', '绿化率高', '户型方正']"
20多万婚房 业主急售 楼层高采光好 拎包入住 看房方便,145.8,16569元/㎡,紫杨佳园,秦淮,2,88㎡,南北,2019年建造,"['南北', '唯一住房', '次新房', '人气热搜']"
晶都茗苑 低楼层 进出方便 证全 诚售 前排采光好,110,12223元/㎡,晶都茗苑,栖霞,3,90㎡,南北,2016年建造,"['南北', '有电梯']"
精装修三房 好楼层 满五年 不 储 看房方便,225,21930元/㎡,东沟巷28号小区,江宁,3,102.6㎡,南北,2000年建造,"['南北', '房东直卖', '满五年']"
集中供暖 钥匙房 中间好楼层 满五 低密宜居 居家自住,145,23064元/㎡,苜军路16号小区,秦淮,3,62.87㎡,南,1983年建造,"['南', '满五年', '近地铁']"
银辰新苑 2室2厅1卫 97.55平,198,20298元/㎡,银辰新苑,栖霞,2,97.55㎡,南,2007年建造,"['南', '满五年', '近地铁']"
新上 南 师 沙塘园 蓁巷 大石桥 成贤街 电梯两房 房龄新,239,38265元/㎡,沙塘园7号小区,玄武,2,62.46㎡,南北,1998年建造,"['南北', '近地铁']"
紫荆城锁石苑 简装三室 业主诚心出售,92,10223元/㎡,麒麟紫荆城锁石苑,江宁,3,90㎡,南,2000年建造,"['南', '满二年']"
兰亭苑精装大三房 实验 旭东 满五 车位 看到方便,158,13860元/㎡,荣盛兰亭苑,六合,3,114㎡,南北,2005年建造,"['南北', '满五年', '近地铁']"
安个家 放心看 海珀星晖精装三房 满2年 房东急售 有钥匙,620,50256元/㎡,海珀星晖(一期),建邺,3,123.37㎡,南,2021年建造,"['南', '房东直卖', '满五年', '近地铁']"
枫丹白露水秀花园，地段，好房源,498,34277元/㎡,枫丹白露水秀花园,秦淮,3,145.29㎡,南北,2005年建造,"['南北', '满五年', '近地铁', '绿化率高']"
新上板桥梅山绿洲南苑南北三房业主换房急售边户有钥匙急售,85,9564元/㎡,绿洲南苑B区,雨花台,3,88.88㎡,南北,2005年建造,"['南北', '房东直卖', '满二年', '多人关注']"
丰富路4551号(单号)小区 小三居 商业配套齐全,147,22526元/㎡,丰富路45-51号(单号)小区,秦淮,3,65.26㎡,南,1990年建造,"['南', '满五年', '近地铁']"
370W 飞机户型边户 小高层 改善大四房 迈皋桥金浦御龙湾,370,26619元/㎡,金浦御龙湾FG区,栖霞,4,139㎡,南北,2021年建造,"['南北', '满二年', '近地铁', '车位充足']"
迈皋桥 凤悦南园 房龄新 简装三房 高楼层 南北通透 急售,145,16667元/㎡,凤悦南园,栖霞,3,87㎡,南北,2017年建造,"['南北', '满五年', '近地铁', '绿化率高']"
宁南 雨中外小 花神湖公园 康盛花园 面积大 诚卖价格可刀,345,28049元/㎡,康盛花园,雨花台,3,123㎡,南北,2004年建造,"['南北', '满五年', '近地铁', '绿化率高']"
黑龙江路汇林一期顶楼复式采光无遮挡看房有钥匙,420,31665元/㎡,汇林绿洲上林苑,鼓楼,4,132.64㎡,南北,2004年建造,"['南北', '满五年', '近地铁', '绿化率高']"
碧桂园逸谷苑 顶楼 有大露台 新空房 满二 诚心卖 有钥匙,190,14844元/㎡,南京碧桂园逸谷苑,滨江开发区,3,128㎡,南北,2017年建造,"['南北', '满二年']"
新城保利天地 电梯房 近地铁 小区新 南北通透 板楼,112,12728元/㎡,新城保利天地,江宁,4,88㎡,南北,2018年建造,"['南北', '满二年', '近地铁']"
满五 精装修 高楼层视野无遮挡 南北通透 得房率高,179,25025元/㎡,南农大小区,玄武,3,71.53㎡,南北,1998年建造,"['南北', '房东直卖', '满五年', '近地铁']"
欧风花苑 大露台 产权车位 的南北通透户型 精装修二房,80,11390元/㎡,欧风花苑,六合,2,70.24㎡,南北,2017年建造,"['南北', '满二年', '近地铁']"
12街区 精装两房 河东位置 大F户 满五年 近地铁,105,14475元/㎡,天润城第十二街区,浦口,2,72.54㎡,南北,2012年建造,"['南北', '满五年', '近地铁', '多人关注']"
一楼带超大院子利用率高急降30W 近地铁 户型方正 随时可看,153,24286元/㎡,康居里小区,秦淮,2,63㎡,南北,2018年建造,"['南北', '满五年', '近地铁']"
大光路 地铁5号线100米 急卖 急卖 全新精装做到拎包入住,530,36620元/㎡,金陵尚府,秦淮,3,144.73㎡,南北,2010年建造,"['南北', '近地铁', '多人关注']"
房东急卖 小区中心位置 看中价格好谈,332,29878元/㎡,世茂君望墅,秦淮,3,111.12㎡,南北,2016年建造,"['南北', '满五年', '多人关注']"
新一楼带院子 南师 珠江路 市中心 蓁巷小区 南北通透,178,35600元/㎡,蓁巷小区,玄武,3,50㎡,南北,1995年建造,"['南北', '满五年', '近地铁']"
急急急！！地铁口500！！房主诚心急卖！！看中价格好谈！！,128,14379元/㎡,威尼斯水城第十九街区,浦口,2,89.02㎡,南北,2015年建造,"['南北', '满五年']"
急卖 祥和园三房精装修 小高层得房 高南北通透 临地铁带电梯,138,15506元/㎡,西善花苑祥和园,雨花台,3,89㎡,南北,2013年建造,"['南北', '满二年']"
金地7期 边户全明 正规三房 精装交付,165,17011元/㎡,金地自在城(七期),雨花台,3,97㎡,南北,2015年建造,"['南北', '满五年']"
急售 燕子矶 吉祥花园 正规2室2厅可改3房，看好价格面议,170,19925元/㎡,吉祥花园,栖霞,2,85.32㎡,南,2004年建造,"['南', '满五年']"
地暖湖景房 业主自住保养好 北小科利华 诚信出售 好楼层,138,14025元/㎡,荣盛花语城(三期),六合,3,98.4㎡,南,2019年建造,"['南', '满二年', '次新房']"
次顶楼大横厅老山脚下氧吧，价格可谈业主诚售,280,23055元/㎡,金隅紫京熙院,浦口,3,121.45㎡,南北,2021年建造,"['南北', '满二年', '次新房']"
朗诗青春街区 带电梯 房龄新 南向采光好 中间好楼层,95,11259元/㎡,朗诗青春街区,江宁,3,84.38㎡,南,2016年建造,"['南', '满二年']"
迈皋桥 中间楼层采光好 满五 带电梯 装修好 朝南 临地铁,115,19828元/㎡,燕歌园,栖霞,2,58㎡,南,2013年建造,"['南', '满五年', '近地铁', '采光较好']"
新出 好楼层 花园电梯洋房 总高8层 诚心急售省中医院旁,126,13696元/㎡,南京碧桂园逸谷苑,滨江开发区,3,92㎡,南北,2017年建造,"['南北', '有电梯']"
配套齐全 产权清晰 满五 高楼层视野无遮挡 居住密度低,183,25301元/㎡,华盛园,秦淮,3,72.33㎡,南,2000年建造,"['南', '满五年']"
满五 省税 全新装修 南北通透 卫浴全明 看房随时,129,16330元/㎡,朗诗未来街区(东区),浦口,3,79㎡,南北,2017年建造,"['南北', '满五年', '近地铁']"
世茂荣里 不靠高架小三居 近地铁 电梯房 双卫生间 板楼,160,17978元/㎡,世茂荣里,浦口,3,89㎡,南北,2016年建造,"['南北', '满二年', '车位充足']"
万科都荟天地 正南朝向 临地铁 商圈成熟 双卫生间 装修好,470,33896元/㎡,万科都荟天地,江宁,4,138.66㎡,南,2021年建造,"['南', '满二年', '近地铁', '次新房']"
婚装未住滨河新苑(东区) 小三房 南北通透 居住密度低,74,7828元/㎡,滨河新苑(东区),六合,3,94.54㎡,南北,2018年建造,"['南北', '满二年', '近地铁']"
新上河西万达 佳和园 单室套 看房方便 有钥匙,250,51771元/㎡,佳和园,鼓楼,1,48.29㎡,南北,2011年建造,"['南北', '满二年', '近地铁']"
天润城第四街区 大两居 板楼 临地铁 精装好房 商业配套齐全,111,11809元/㎡,天润城第四街区,浦口,2,94㎡,南北,2008年建造,"['南北', '近地铁']"
